# H AMS02(2012/08-2012/08)
# <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
4.921364e-01 4.352946e-01 5.564008e-01 7.765046e+02 -4.164357e+00 4.164357e+00 -3.541206e+01 3.541206e+01 3.565608e+01 3.565608e+01
6.207188e-01 5.564008e-01 6.924719e-01 7.400796e+02 -2.807221e+00 2.807221e+00 -2.818831e+01 2.818831e+01 2.832775e+01 2.832775e+01
7.640104e-01 6.924719e-01 8.429394e-01 6.892398e+02 -2.323585e+00 2.323585e+00 -2.115680e+01 2.115680e+01 2.128401e+01 2.128401e+01
9.254392e-01 8.429394e-01 1.016013e+00 6.271504e+02 -1.604138e+00 1.604138e+00 -1.742343e+01 1.742343e+01 1.749712e+01 1.749712e+01
1.105475e+00 1.016013e+00 1.202814e+00 5.614029e+02 -1.336772e+00 1.336772e+00 -1.413744e+01 1.413744e+01 1.420050e+01 1.420050e+01
1.303178e+00 1.202814e+00 1.411917e+00 4.987022e+02 -1.099242e+00 1.099242e+00 -1.141401e+01 1.141401e+01 1.146682e+01 1.146682e+01
1.523198e+00 1.411917e+00 1.643250e+00 4.357118e+02 -9.152357e-01 9.152357e-01 -9.163752e+00 9.163752e+00 9.209343e+00 9.209343e+00
1.765414e+00 1.643250e+00 1.896660e+00 3.788606e+02 -7.566188e-01 7.566188e-01 -7.333803e+00 7.333803e+00 7.372729e+00 7.372729e+00
2.034101e+00 1.896660e+00 2.181501e+00 3.254992e+02 -6.254353e-01 6.254353e-01 -5.884608e+00 5.884608e+00 5.917751e+00 5.917751e+00
2.329804e+00 2.181501e+00 2.488190e+00 2.774355e+02 -5.125055e-01 5.125055e-01 -4.787367e+00 4.787367e+00 4.814722e+00 4.814722e+00
2.651803e+00 2.488190e+00 2.826175e+00 2.352948e+02 -4.280464e-01 4.280464e-01 -3.822318e+00 3.822318e+00 3.846211e+00 3.846211e+00
3.005121e+00 2.826175e+00 3.195398e+00 1.986402e+02 -3.561966e-01 3.561966e-01 -3.081261e+00 3.081261e+00 3.101781e+00 3.101781e+00
3.389679e+00 3.195398e+00 3.595772e+00 1.666122e+02 -2.869891e-01 2.869891e-01 -2.553859e+00 2.553859e+00 2.569934e+00 2.569934e+00
3.810010e+00 3.595772e+00 4.037014e+00 1.387145e+02 -2.313402e-01 2.313402e-01 -2.034913e+00 2.034913e+00 2.048021e+00 2.048021e+00
4.271264e+00 4.037014e+00 4.519107e+00 1.143879e+02 -1.902156e-01 1.902156e-01 -1.622813e+00 1.622813e+00 1.633923e+00 1.633923e+00
