# H AMS02(2011/06-2011/07)
# <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
4.921364e-01 4.352946e-01 5.564008e-01 1.158029e+03 -8.581056e+00 8.581056e+00 -3.541206e+01 3.541206e+01 3.643691e+01 3.643691e+01
6.207188e-01 5.564008e-01 6.924719e-01 1.069339e+03 -4.220476e+00 4.220476e+00 -2.818831e+01 2.818831e+01 2.850251e+01 2.850251e+01
7.640104e-01 6.924719e-01 8.429394e-01 9.634338e+02 -3.401197e+00 3.401197e+00 -2.115680e+01 2.115680e+01 2.142845e+01 2.142845e+01
9.254392e-01 8.429394e-01 1.016013e+00 8.537199e+02 -2.340628e+00 2.340628e+00 -1.742343e+01 1.742343e+01 1.757994e+01 1.757994e+01
1.105475e+00 1.016013e+00 1.202814e+00 7.460171e+02 -1.920767e+00 1.920767e+00 -1.413744e+01 1.413744e+01 1.426732e+01 1.426732e+01
1.303178e+00 1.202814e+00 1.411917e+00 6.374086e+02 -1.541056e+00 1.541056e+00 -1.141401e+01 1.141401e+01 1.151757e+01 1.151757e+01
1.523198e+00 1.411917e+00 1.643250e+00 5.414801e+02 -1.263751e+00 1.263751e+00 -9.163752e+00 9.163752e+00 9.250482e+00 9.250482e+00
1.765414e+00 1.643250e+00 1.896660e+00 4.532330e+02 -1.017936e+00 1.017936e+00 -7.333803e+00 7.333803e+00 7.404111e+00 7.404111e+00
2.034101e+00 1.896660e+00 2.181501e+00 3.774472e+02 -8.296906e-01 8.296906e-01 -5.884608e+00 5.884608e+00 5.942811e+00 5.942811e+00
2.329804e+00 2.181501e+00 2.488190e+00 3.165731e+02 -6.719677e-01 6.719677e-01 -4.787367e+00 4.787367e+00 4.834297e+00 4.834297e+00
2.651803e+00 2.488190e+00 2.826175e+00 2.616240e+02 -5.519052e-01 5.519052e-01 -3.822318e+00 3.822318e+00 3.861957e+00 3.861957e+00
3.005121e+00 2.826175e+00 3.195398e+00 2.157476e+02 -4.549986e-01 4.549986e-01 -3.081261e+00 3.081261e+00 3.114674e+00 3.114674e+00
3.389679e+00 3.195398e+00 3.595772e+00 1.780716e+02 -3.633434e-01 3.633434e-01 -2.553859e+00 2.553859e+00 2.579576e+00 2.579576e+00
3.810010e+00 3.595772e+00 4.037014e+00 1.461432e+02 -2.894532e-01 2.894532e-01 -2.034913e+00 2.034913e+00 2.055396e+00 2.055396e+00
4.271264e+00 4.037014e+00 4.519107e+00 1.191017e+02 -2.363789e-01 2.363789e-01 -1.622813e+00 1.622813e+00 1.639938e+00 1.639938e+00
4.773400e+00 4.519107e+00 5.042003e+00 9.666086e+01 -1.945257e-01 1.945257e-01 -1.314777e+00 1.314777e+00 1.329089e+00 1.329089e+00
5.316357e+00 5.042003e+00 5.605640e+00 7.828138e+01 -1.590908e-01 1.590908e-01 -1.049508e+00 1.049508e+00 1.061497e+00 1.061497e+00
5.904771e+00 5.605640e+00 6.219864e+00 6.318434e+01 -1.278109e-01 1.278109e-01 -8.361832e-01 8.361832e-01 8.458948e-01 8.458948e-01
6.543820e+00 6.219864e+00 6.884648e+00 5.131404e+01 -1.041730e-01 1.041730e-01 -6.739916e-01 6.739916e-01 6.819946e-01 6.819946e-01
7.233464e+00 6.884648e+00 7.599953e+00 4.118786e+01 -8.559801e-02 8.559801e-02 -5.425176e-01 5.425176e-01 5.492289e-01 5.492289e-01
7.978396e+00 7.599953e+00 8.375684e+00 3.298976e+01 -7.107633e-02 7.107633e-02 -4.315627e-01 4.315627e-01 4.373765e-01 4.373765e-01
8.783808e+00 8.375684e+00 9.211818e+00 2.643891e+01 -5.965932e-02 5.965932e-02 -3.410616e-01 3.410616e-01 3.462402e-01 3.462402e-01
9.649667e+00 9.211818e+00 1.010833e+01 2.130067e+01 -5.049678e-02 5.049678e-02 -2.806086e-01 2.806086e-01 2.851160e-01 2.851160e-01
1.059498e+01 1.010833e+01 1.110506e+01 1.708679e+01 -4.191755e-02 4.191755e-02 -2.204042e-01 2.204042e-01 2.243548e-01 2.243548e-01
1.159296e+01 1.110506e+01 1.210229e+01 1.378683e+01 -3.671792e-02 3.671792e-02 -1.802742e-01 1.802742e-01 1.839755e-01 1.839755e-01
1.263909e+01 1.210229e+01 1.319970e+01 1.117193e+01 -3.066355e-02 3.066355e-02 -1.501234e-01 1.501234e-01 1.532230e-01 1.532230e-01
1.378550e+01 1.319970e+01 1.439730e+01 8.972615e+00 -2.555741e-02 2.555741e-02 -1.180799e-01 1.180799e-01 1.208141e-01 1.208141e-01
1.503219e+01 1.439730e+01 1.569509e+01 7.265738e+00 -2.139194e-02 2.139194e-02 -9.504511e-02 9.504511e-02 9.742273e-02 9.742273e-02
1.637917e+01 1.569509e+01 1.709306e+01 5.847754e+00 -1.775368e-02 1.775368e-02 -7.701747e-02 7.701747e-02 7.903723e-02 7.903723e-02
1.782640e+01 1.709306e+01 1.859121e+01 4.691182e+00 -1.453291e-02 1.453291e-02 -6.200437e-02 6.200437e-02 6.368475e-02 6.368475e-02
1.937390e+01 1.859121e+01 2.018953e+01 3.788368e+00 -1.203312e-02 1.203312e-02 -5.000083e-02 5.000083e-02 5.142839e-02 5.142839e-02
2.102162e+01 2.018953e+01 2.188800e+01 3.058199e+00 -1.011181e-02 1.011181e-02 -4.099350e-02 4.099350e-02 4.222222e-02 4.222222e-02
2.281753e+01 2.188800e+01 2.378654e+01 2.471277e+00 -8.314532e-03 8.314532e-03 -3.298839e-02 3.298839e-02 3.402007e-02 3.402007e-02
2.476573e+01 2.378654e+01 2.578523e+01 1.989479e+00 -7.045858e-03 7.045858e-03 -2.599144e-02 2.599144e-02 2.692952e-02 2.692952e-02
2.681411e+01 2.578523e+01 2.788404e+01 1.610949e+00 -6.050303e-03 6.050303e-03 -2.099243e-02 2.099243e-02 2.184693e-02 2.184693e-02
2.901073e+01 2.788404e+01 3.018293e+01 1.299557e+00 -5.166131e-03 5.166131e-03 -1.699400e-02 1.699400e-02 1.776190e-02 1.776190e-02
3.135950e+01 3.018293e+01 3.258193e+01 1.041262e+00 -4.518351e-03 4.518351e-03 -1.399452e-02 1.399452e-02 1.470585e-02 1.470585e-02
3.385654e+01 3.258193e+01 3.518100e+01 8.545362e-01 -3.925428e-03 3.925428e-03 -1.149448e-02 1.149448e-02 1.214628e-02 1.214628e-02
3.655379e+01 3.518100e+01 3.798014e+01 6.931924e-01 -3.400741e-03 3.400741e-03 -9.295723e-03 9.295723e-03 9.898258e-03 9.898258e-03
3.945125e+01 3.798014e+01 4.097934e+01 5.616127e-01 -2.952016e-03 2.952016e-03 -7.596332e-03 7.596332e-03 8.149764e-03 8.149764e-03
4.254892e+01 4.097934e+01 4.417861e+01 4.571959e-01 -2.574495e-03 2.574495e-03 -6.197074e-03 6.197074e-03 6.710570e-03 6.710570e-03
4.584678e+01 4.417861e+01 4.757793e+01 3.769494e-01 -2.264093e-03 2.264093e-03 -5.097606e-03 5.097606e-03 5.577787e-03 5.577787e-03
4.939300e+01 4.757793e+01 5.127730e+01 2.993783e-01 -1.931031e-03 1.931031e-03 -4.197749e-03 4.197749e-03 4.620604e-03 4.620604e-03
