# H AMS02(2012/10-2012/10)
# <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
4.921364e-01 4.352946e-01 5.564008e-01 7.453523e+02 -5.853331e+00 5.853331e+00 -3.541206e+01 3.541206e+01 3.589255e+01 3.589255e+01
6.207188e-01 5.564008e-01 6.924719e-01 7.289217e+02 -2.889136e+00 2.889136e+00 -2.818831e+01 2.818831e+01 2.833598e+01 2.833598e+01
7.640104e-01 6.924719e-01 8.429394e-01 6.877567e+02 -2.393664e+00 2.393664e+00 -2.115680e+01 2.115680e+01 2.129178e+01 2.129178e+01
9.254392e-01 8.429394e-01 1.016013e+00 6.313927e+02 -1.744451e+00 1.744451e+00 -1.742343e+01 1.742343e+01 1.751054e+01 1.751054e+01
1.105475e+00 1.016013e+00 1.202814e+00 5.718328e+02 -1.472071e+00 1.472071e+00 -1.413744e+01 1.413744e+01 1.421387e+01 1.421387e+01
1.303178e+00 1.202814e+00 1.411917e+00 5.096579e+02 -1.209920e+00 1.209920e+00 -1.141401e+01 1.141401e+01 1.147796e+01 1.147796e+01
1.523198e+00 1.411917e+00 1.643250e+00 4.475093e+02 -1.003185e+00 1.003185e+00 -9.163752e+00 9.163752e+00 9.218499e+00 9.218499e+00
1.765414e+00 1.643250e+00 1.896660e+00 3.881583e+02 -8.170033e-01 8.170033e-01 -7.333803e+00 7.333803e+00 7.379171e+00 7.379171e+00
2.034101e+00 1.896660e+00 2.181501e+00 3.344168e+02 -6.726735e-01 6.726735e-01 -5.884608e+00 5.884608e+00 5.922930e+00 5.922930e+00
2.329804e+00 2.181501e+00 2.488190e+00 2.850375e+02 -5.459647e-01 5.459647e-01 -4.787367e+00 4.787367e+00 4.818398e+00 4.818398e+00
2.651803e+00 2.488190e+00 2.826175e+00 2.423068e+02 -4.548039e-01 4.548039e-01 -3.822318e+00 3.822318e+00 3.849281e+00 3.849281e+00
3.005121e+00 2.826175e+00 3.195398e+00 2.040202e+02 -3.774057e-01 3.774057e-01 -3.081261e+00 3.081261e+00 3.104288e+00 3.104288e+00
3.389679e+00 3.195398e+00 3.595772e+00 1.708695e+02 -3.021283e-01 3.021283e-01 -2.553859e+00 2.553859e+00 2.571668e+00 2.571668e+00
3.810010e+00 3.595772e+00 4.037014e+00 1.423333e+02 -2.426332e-01 2.426332e-01 -2.034913e+00 2.034913e+00 2.049327e+00 2.049327e+00
