# H AMS02(2012/04-2012/05)
# <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
4.921364e-01 4.352946e-01 5.564008e-01 1.002030e+03 -6.252928e+00 6.252928e+00 -3.541206e+01 3.541206e+01 3.595988e+01 3.595988e+01
6.207188e-01 5.564008e-01 6.924719e-01 9.401181e+02 -3.366508e+00 3.366508e+00 -2.818831e+01 2.818831e+01 2.838863e+01 2.838863e+01
7.640104e-01 6.924719e-01 8.429394e-01 8.657336e+02 -2.754001e+00 2.754001e+00 -2.115680e+01 2.115680e+01 2.133529e+01 2.133529e+01
9.254392e-01 8.429394e-01 1.016013e+00 7.840221e+02 -1.917595e+00 1.917595e+00 -1.742343e+01 1.742343e+01 1.752864e+01 1.752864e+01
1.105475e+00 1.016013e+00 1.202814e+00 6.935603e+02 -1.589999e+00 1.589999e+00 -1.413744e+01 1.413744e+01 1.422657e+01 1.422657e+01
1.303178e+00 1.202814e+00 1.411917e+00 6.071585e+02 -1.286705e+00 1.286705e+00 -1.141401e+01 1.141401e+01 1.148631e+01 1.148631e+01
1.523198e+00 1.411917e+00 1.643250e+00 5.256045e+02 -1.061014e+00 1.061014e+00 -9.163752e+00 9.163752e+00 9.224972e+00 9.224972e+00
1.765414e+00 1.643250e+00 1.896660e+00 4.519083e+02 -8.682377e-01 8.682377e-01 -7.333803e+00 7.333803e+00 7.385019e+00 7.385019e+00
2.034101e+00 1.896660e+00 2.181501e+00 3.830696e+02 -7.090004e-01 7.090004e-01 -5.884608e+00 5.884608e+00 5.927166e+00 5.927166e+00
2.329804e+00 2.181501e+00 2.488190e+00 3.224092e+02 -5.739381e-01 5.739381e-01 -4.787367e+00 4.787367e+00 4.821648e+00 4.821648e+00
2.651803e+00 2.488190e+00 2.826175e+00 2.699704e+02 -4.755824e-01 4.755824e-01 -3.822318e+00 3.822318e+00 3.851791e+00 3.851791e+00
3.005121e+00 2.826175e+00 3.195398e+00 2.251321e+02 -3.924765e-01 3.924765e-01 -3.081261e+00 3.081261e+00 3.106156e+00 3.106156e+00
3.389679e+00 3.195398e+00 3.595772e+00 1.864900e+02 -3.131284e-01 3.131284e-01 -2.553859e+00 2.553859e+00 2.572984e+00 2.572984e+00
3.810010e+00 3.595772e+00 4.037014e+00 1.536963e+02 -2.498377e-01 2.498377e-01 -2.034913e+00 2.034913e+00 2.050193e+00 2.050193e+00
4.271264e+00 4.037014e+00 4.519107e+00 1.255340e+02 -2.041981e-01 2.041981e-01 -1.622813e+00 1.622813e+00 1.635610e+00 1.635610e+00
4.773400e+00 4.519107e+00 5.042003e+00 1.014816e+02 -1.674513e-01 1.674513e-01 -1.314777e+00 1.314777e+00 1.325397e+00 1.325397e+00
5.316357e+00 5.042003e+00 5.605640e+00 8.254576e+01 -1.369509e-01 1.369509e-01 -1.049508e+00 1.049508e+00 1.058406e+00 1.058406e+00
5.904771e+00 5.605640e+00 6.219864e+00 6.667016e+01 -1.099533e-01 1.099533e-01 -8.361832e-01 8.361832e-01 8.433813e-01 8.433813e-01
6.543820e+00 6.219864e+00 6.884648e+00 5.383070e+01 -8.927050e-02 8.927050e-02 -6.739916e-01 6.739916e-01 6.798779e-01 6.798779e-01
7.233464e+00 6.884648e+00 7.599953e+00 4.326111e+01 -7.350701e-02 7.350701e-02 -5.425176e-01 5.425176e-01 5.474748e-01 5.474748e-01
7.978396e+00 7.599953e+00 8.375684e+00 3.463134e+01 -6.104867e-02 6.104867e-02 -4.315627e-01 4.315627e-01 4.358593e-01 4.358593e-01
8.783808e+00 8.375684e+00 9.211818e+00 2.782619e+01 -5.130544e-02 5.130544e-02 -3.410616e-01 3.410616e-01 3.448989e-01 3.448989e-01
9.649667e+00 9.211818e+00 1.010833e+01 2.236104e+01 -4.335955e-02 4.335955e-02 -2.806086e-01 2.806086e-01 2.839388e-01 2.839388e-01
1.059498e+01 1.010833e+01 1.110506e+01 1.786991e+01 -3.591067e-02 3.591067e-02 -2.204042e-01 2.204042e-01 2.233105e-01 2.233105e-01
1.159296e+01 1.110506e+01 1.210229e+01 1.436628e+01 -3.136915e-02 3.136915e-02 -1.802742e-01 1.802742e-01 1.829831e-01 1.829831e-01
1.263909e+01 1.210229e+01 1.319970e+01 1.163464e+01 -2.616887e-02 2.616887e-02 -1.501234e-01 1.501234e-01 1.523872e-01 1.523872e-01
1.378550e+01 1.319970e+01 1.439730e+01 9.375600e+00 -2.182480e-02 2.182480e-02 -1.180799e-01 1.180799e-01 1.200799e-01 1.200799e-01
1.503219e+01 1.439730e+01 1.569509e+01 7.534504e+00 -1.817222e-02 1.817222e-02 -9.504511e-02 9.504511e-02 9.676674e-02 9.676674e-02
1.637917e+01 1.569509e+01 1.709306e+01 6.056084e+00 -1.504265e-02 1.504265e-02 -7.701747e-02 7.701747e-02 7.847275e-02 7.847275e-02
