# H AMS02(2011/12-2012/01)
# <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
4.921364e-01 4.352946e-01 5.564008e-01 1.181576e+03 -6.969162e+00 6.969162e+00 -3.541206e+01 3.541206e+01 3.609132e+01 3.609132e+01
6.207188e-01 5.564008e-01 6.924719e-01 1.118134e+03 -3.818514e+00 3.818514e+00 -2.818831e+01 2.818831e+01 2.844577e+01 2.844577e+01
7.640104e-01 6.924719e-01 8.429394e-01 1.015087e+03 -3.115054e+00 3.115054e+00 -2.115680e+01 2.115680e+01 2.138490e+01 2.138490e+01
9.254392e-01 8.429394e-01 1.016013e+00 9.136097e+02 -2.151243e+00 2.151243e+00 -1.742343e+01 1.742343e+01 1.755573e+01 1.755573e+01
1.105475e+00 1.016013e+00 1.202814e+00 8.029850e+02 -1.772361e+00 1.772361e+00 -1.413744e+01 1.413744e+01 1.424810e+01 1.424810e+01
1.303178e+00 1.202814e+00 1.411917e+00 6.920987e+02 -1.426498e+00 1.426498e+00 -1.141401e+01 1.141401e+01 1.150280e+01 1.150280e+01
1.523198e+00 1.411917e+00 1.643250e+00 5.888013e+02 -1.171320e+00 1.171320e+00 -9.163752e+00 9.163752e+00 9.238308e+00 9.238308e+00
1.765414e+00 1.643250e+00 1.896660e+00 4.994558e+02 -9.507495e-01 9.507495e-01 -7.333803e+00 7.333803e+00 7.395173e+00 7.395173e+00
2.034101e+00 1.896660e+00 2.181501e+00 4.187551e+02 -7.771238e-01 7.771238e-01 -5.884608e+00 5.884608e+00 5.935700e+00 5.935700e+00
2.329804e+00 2.181501e+00 2.488190e+00 3.479511e+02 -6.259470e-01 6.259470e-01 -4.787367e+00 4.787367e+00 4.828115e+00 4.828115e+00
2.651803e+00 2.488190e+00 2.826175e+00 2.896114e+02 -5.163332e-01 5.163332e-01 -3.822318e+00 3.822318e+00 3.857034e+00 3.857034e+00
3.005121e+00 2.826175e+00 3.195398e+00 2.385268e+02 -4.241618e-01 4.241618e-01 -3.081261e+00 3.081261e+00 3.110319e+00 3.110319e+00
3.389679e+00 3.195398e+00 3.595772e+00 1.970991e+02 -3.369210e-01 3.369210e-01 -2.553859e+00 2.553859e+00 2.575987e+00 2.575987e+00
3.810010e+00 3.595772e+00 4.037014e+00 1.608812e+02 -2.672504e-01 2.672504e-01 -2.034913e+00 2.034913e+00 2.052387e+00 2.052387e+00
4.271264e+00 4.037014e+00 4.519107e+00 1.309964e+02 -2.172471e-01 2.172471e-01 -1.622813e+00 1.622813e+00 1.637290e+00 1.637290e+00
4.773400e+00 4.519107e+00 5.042003e+00 1.062144e+02 -1.782783e-01 1.782783e-01 -1.314777e+00 1.314777e+00 1.326809e+00 1.326809e+00
5.316357e+00 5.042003e+00 5.605640e+00 8.536662e+01 -1.446136e-01 1.446136e-01 -1.049508e+00 1.049508e+00 1.059424e+00 1.059424e+00
5.904771e+00 5.605640e+00 6.219864e+00 6.905302e+01 -1.159176e-01 1.159176e-01 -8.361832e-01 8.361832e-01 8.441796e-01 8.441796e-01
6.543820e+00 6.219864e+00 6.884648e+00 5.521096e+01 -9.354418e-02 9.354418e-02 -6.739916e-01 6.739916e-01 6.804522e-01 6.804522e-01
7.233464e+00 6.884648e+00 7.599953e+00 4.446468e+01 -7.700347e-02 7.700347e-02 -5.425176e-01 5.425176e-01 5.479552e-01 5.479552e-01
7.978396e+00 7.599953e+00 8.375684e+00 3.568501e+01 -6.397022e-02 6.397022e-02 -4.315627e-01 4.315627e-01 4.362781e-01 4.362781e-01
8.783808e+00 8.375684e+00 9.211818e+00 2.850024e+01 -5.358182e-02 5.358182e-02 -3.410616e-01 3.410616e-01 3.452449e-01 3.452449e-01
9.649667e+00 9.211818e+00 1.010833e+01 2.273654e+01 -4.511351e-02 4.511351e-02 -2.806086e-01 2.806086e-01 2.842119e-01 2.842119e-01
1.059498e+01 1.010833e+01 1.110506e+01 1.823312e+01 -3.742800e-02 3.742800e-02 -2.204042e-01 2.204042e-01 2.235595e-01 2.235595e-01
1.159296e+01 1.110506e+01 1.210229e+01 1.465145e+01 -3.268102e-02 3.268102e-02 -1.802742e-01 1.802742e-01 1.832125e-01 1.832125e-01
1.263909e+01 1.210229e+01 1.319970e+01 1.178895e+01 -2.714979e-02 2.714979e-02 -1.501234e-01 1.501234e-01 1.525587e-01 1.525587e-01
1.378550e+01 1.319970e+01 1.439730e+01 9.497217e+00 -2.263894e-02 2.263894e-02 -1.180799e-01 1.180799e-01 1.202305e-01 1.202305e-01
1.503219e+01 1.439730e+01 1.569509e+01 7.636976e+00 -1.885633e-02 1.885633e-02 -9.504511e-02 9.504511e-02 9.689754e-02 9.689754e-02
