# H AMS02(2013/08-2013/10)
# <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
4.921364e-01 4.352946e-01 5.564008e-01 5.719690e+02 -4.305634e+00 4.305634e+00 -3.541206e+01 3.541206e+01 3.567285e+01 3.567285e+01
6.207188e-01 5.564008e-01 6.924719e-01 5.684634e+02 -2.506263e+00 2.506263e+00 -2.818831e+01 2.818831e+01 2.829951e+01 2.829951e+01
7.640104e-01 6.924719e-01 8.429394e-01 5.452216e+02 -2.104381e+00 2.104381e+00 -2.115680e+01 2.115680e+01 2.126120e+01 2.126120e+01
9.254392e-01 8.429394e-01 1.016013e+00 5.186639e+02 -1.489412e+00 1.489412e+00 -1.742343e+01 1.742343e+01 1.748697e+01 1.748697e+01
1.105475e+00 1.016013e+00 1.202814e+00 4.760681e+02 -1.252091e+00 1.252091e+00 -1.413744e+01 1.413744e+01 1.419278e+01 1.419278e+01
1.303178e+00 1.202814e+00 1.411917e+00 4.360965e+02 -1.042807e+00 1.042807e+00 -1.141401e+01 1.141401e+01 1.146155e+01 1.146155e+01
1.523198e+00 1.411917e+00 1.643250e+00 3.922814e+02 -8.820838e-01 8.820838e-01 -9.163752e+00 9.163752e+00 9.206108e+00 9.206108e+00
1.765414e+00 1.643250e+00 1.896660e+00 3.489311e+02 -7.362874e-01 7.362874e-01 -7.333803e+00 7.333803e+00 7.370671e+00 7.370671e+00
2.034101e+00 1.896660e+00 2.181501e+00 3.047794e+02 -6.138811e-01 6.138811e-01 -5.884608e+00 5.884608e+00 5.916541e+00 5.916541e+00
2.329804e+00 2.181501e+00 2.488190e+00 2.646716e+02 -5.072525e-01 5.072525e-01 -4.787367e+00 4.787367e+00 4.814165e+00 4.814165e+00
2.651803e+00 2.488190e+00 2.826175e+00 2.276790e+02 -4.270448e-01 4.270448e-01 -3.822318e+00 3.822318e+00 3.846100e+00 3.846100e+00
3.005121e+00 2.826175e+00 3.195398e+00 1.945160e+02 -3.580935e-01 3.580935e-01 -3.081261e+00 3.081261e+00 3.101999e+00 3.101999e+00
3.389679e+00 3.195398e+00 3.595772e+00 1.645388e+02 -2.894558e-01 2.894558e-01 -2.553859e+00 2.553859e+00 2.570210e+00 2.570210e+00
3.810010e+00 3.595772e+00 4.037014e+00 1.380370e+02 -2.341562e-01 2.341562e-01 -2.034913e+00 2.034913e+00 2.048341e+00 2.048341e+00
4.271264e+00 4.037014e+00 4.519107e+00 1.148257e+02 -1.935051e-01 1.935051e-01 -1.622813e+00 1.622813e+00 1.634309e+00 1.634309e+00
4.773400e+00 4.519107e+00 5.042003e+00 9.470763e+01 -1.606008e-01 1.606008e-01 -1.314777e+00 1.314777e+00 1.324549e+00 1.324549e+00
5.316357e+00 5.042003e+00 5.605640e+00 7.786154e+01 -1.321652e-01 1.321652e-01 -1.049508e+00 1.049508e+00 1.057797e+00 1.057797e+00
5.904771e+00 5.605640e+00 6.219864e+00 6.358843e+01 -1.071231e-01 1.071231e-01 -8.361832e-01 8.361832e-01 8.430170e-01 8.430170e-01
6.543820e+00 6.219864e+00 6.884648e+00 5.164568e+01 -8.750263e-02 8.750263e-02 -6.739916e-01 6.739916e-01 6.796480e-01 6.796480e-01
7.233464e+00 6.884648e+00 7.599953e+00 4.179720e+01 -7.252077e-02 7.252077e-02 -5.425176e-01 5.425176e-01 5.473432e-01 5.473432e-01
7.978396e+00 7.599953e+00 8.375684e+00 3.380764e+01 -6.064397e-02 6.064397e-02 -4.315627e-01 4.315627e-01 4.358028e-01 4.358028e-01
8.783808e+00 8.375684e+00 9.211818e+00 2.730075e+01 -5.115254e-02 5.115254e-02 -3.410616e-01 3.410616e-01 3.448762e-01 3.448762e-01
9.649667e+00 9.211818e+00 1.010833e+01 2.196626e+01 -4.327849e-02 4.327849e-02 -2.806086e-01 2.806086e-01 2.839264e-01 2.839264e-01
1.059498e+01 1.010833e+01 1.110506e+01 1.762157e+01 -3.592082e-02 3.592082e-02 -2.204042e-01 2.204042e-01 2.233122e-01 2.233122e-01
1.159296e+01 1.110506e+01 1.210229e+01 1.416957e+01 -3.138564e-02 3.138564e-02 -1.802742e-01 1.802742e-01 1.829859e-01 1.829859e-01
1.263909e+01 1.210229e+01 1.319970e+01 1.145112e+01 -2.615653e-02 2.615653e-02 -1.501234e-01 1.501234e-01 1.523850e-01 1.523850e-01
