# H AMS02(2013/08-2013/08)
# <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
4.921364e-01 4.352946e-01 5.564008e-01 6.151909e+02 -3.683316e+00 3.683316e+00 -3.541206e+01 3.541206e+01 3.560310e+01 3.560310e+01
6.207188e-01 5.564008e-01 6.924719e-01 6.095975e+02 -2.514088e+00 2.514088e+00 -2.818831e+01 2.818831e+01 2.830020e+01 2.830020e+01
7.640104e-01 6.924719e-01 8.429394e-01 5.753679e+02 -2.090120e+00 2.090120e+00 -2.115680e+01 2.115680e+01 2.125979e+01 2.125979e+01
9.254392e-01 8.429394e-01 1.016013e+00 5.385109e+02 -1.470387e+00 1.470387e+00 -1.742343e+01 1.742343e+01 1.748536e+01 1.748536e+01
1.105475e+00 1.016013e+00 1.202814e+00 4.949241e+02 -1.238701e+00 1.238701e+00 -1.413744e+01 1.413744e+01 1.419160e+01 1.419160e+01
1.303178e+00 1.202814e+00 1.411917e+00 4.511495e+02 -1.029863e+00 1.029863e+00 -1.141401e+01 1.141401e+01 1.146038e+01 1.146038e+01
1.523198e+00 1.411917e+00 1.643250e+00 4.019308e+02 -8.650316e-01 8.650316e-01 -9.163752e+00 9.163752e+00 9.204490e+00 9.204490e+00
1.765414e+00 1.643250e+00 1.896660e+00 3.545819e+02 -7.208646e-01 7.208646e-01 -7.333803e+00 7.333803e+00 7.369146e+00 7.369146e+00
2.034101e+00 1.896660e+00 2.181501e+00 3.094567e+02 -6.004817e-01 6.004817e-01 -5.884608e+00 5.884608e+00 5.915166e+00 5.915166e+00
2.329804e+00 2.181501e+00 2.488190e+00 2.671021e+02 -4.952896e-01 4.952896e-01 -4.787367e+00 4.787367e+00 4.812920e+00 4.812920e+00
2.651803e+00 2.488190e+00 2.826175e+00 2.300288e+02 -4.173205e-01 4.173205e-01 -3.822318e+00 3.822318e+00 3.845032e+00 3.845032e+00
3.005121e+00 2.826175e+00 3.195398e+00 1.950980e+02 -3.480504e-01 3.480504e-01 -3.081261e+00 3.081261e+00 3.100856e+00 3.100856e+00
3.389679e+00 3.195398e+00 3.595772e+00 1.648786e+02 -2.815720e-01 2.815720e-01 -2.553859e+00 2.553859e+00 2.569334e+00 2.569334e+00
3.810010e+00 3.595772e+00 4.037014e+00 1.384817e+02 -2.284371e-01 2.284371e-01 -2.034913e+00 2.034913e+00 2.047695e+00 2.047695e+00
4.271264e+00 4.037014e+00 4.519107e+00 1.145980e+02 -1.885185e-01 1.885185e-01 -1.622813e+00 1.622813e+00 1.633726e+00 1.633726e+00
4.773400e+00 4.519107e+00 5.042003e+00 9.414863e+01 -1.561170e-01 1.561170e-01 -1.314777e+00 1.314777e+00 1.324013e+00 1.324013e+00
5.316357e+00 5.042003e+00 5.605640e+00 7.731728e+01 -1.283609e-01 1.283609e-01 -1.049508e+00 1.049508e+00 1.057329e+00 1.057329e+00
5.904771e+00 5.605640e+00 6.219864e+00 6.303158e+01 -1.040353e-01 1.040353e-01 -8.361832e-01 8.361832e-01 8.426302e-01 8.426302e-01
6.543820e+00 6.219864e+00 6.884648e+00 5.120807e+01 -8.503567e-02 8.503567e-02 -6.739916e-01 6.739916e-01 6.793348e-01 6.793348e-01
7.233464e+00 6.884648e+00 7.599953e+00 4.144994e+01 -7.057418e-02 7.057418e-02 -5.425176e-01 5.425176e-01 5.470887e-01 5.470887e-01
7.978396e+00 7.599953e+00 8.375684e+00 3.348863e+01 -5.900781e-02 5.900781e-02 -4.315627e-01 4.315627e-01 4.355781e-01 4.355781e-01
8.783808e+00 8.375684e+00 9.211818e+00 2.699342e+01 -4.973830e-02 4.973830e-02 -3.410616e-01 3.410616e-01 3.446693e-01 3.446693e-01
9.649667e+00 9.211818e+00 1.010833e+01 2.171531e+01 -4.208330e-02 4.208330e-02 -2.806086e-01 2.806086e-01 2.837467e-01 2.837467e-01
1.059498e+01 1.010833e+01 1.110506e+01 1.752109e+01 -3.503419e-02 3.503419e-02 -2.204042e-01 2.204042e-01 2.231712e-01 2.231712e-01
1.159296e+01 1.110506e+01 1.210229e+01 1.414085e+01 -3.067494e-02 3.067494e-02 -1.802742e-01 1.802742e-01 1.828654e-01 1.828654e-01
1.263909e+01 1.210229e+01 1.319970e+01 1.149418e+01 -2.563680e-02 2.563680e-02 -1.501234e-01 1.501234e-01 1.522967e-01 1.522967e-01
1.378550e+01 1.319970e+01 1.439730e+01 9.258331e+00 -2.138810e-02 2.138810e-02 -1.180799e-01 1.180799e-01 1.200013e-01 1.200013e-01
1.503219e+01 1.439730e+01 1.569509e+01 7.469948e+00 -1.784258e-02 1.784258e-02 -9.504511e-02 9.504511e-02 9.670538e-02 9.670538e-02
1.637917e+01 1.569509e+01 1.709306e+01 6.014454e+00 -1.475954e-02 1.475954e-02 -7.701747e-02 7.701747e-02 7.841897e-02 7.841897e-02
1.782640e+01 1.709306e+01 1.859121e+01 4.850842e+00 -1.211783e-02 1.211783e-02 -6.200437e-02 6.200437e-02 6.317740e-02 6.317740e-02
1.937390e+01 1.859121e+01 2.018953e+01 3.909567e+00 -1.007343e-02 1.007343e-02 -5.000083e-02 5.000083e-02 5.100546e-02 5.100546e-02
2.102162e+01 2.018953e+01 2.188800e+01 3.144766e+00 -8.467911e-03 8.467911e-03 -4.099350e-02 4.099350e-02 4.185896e-02 4.185896e-02
2.281753e+01 2.188800e+01 2.378654e+01 2.543072e+00 -6.979460e-03 6.979460e-03 -3.298839e-02 3.298839e-02 3.371864e-02 3.371864e-02
2.476573e+01 2.378654e+01 2.578523e+01 2.049045e+00 -5.933382e-03 5.933382e-03 -2.599144e-02 2.599144e-02 2.666008e-02 2.666008e-02
2.681411e+01 2.578523e+01 2.788404e+01 1.640548e+00 -5.096910e-03 5.096910e-03 -2.099243e-02 2.099243e-02 2.160233e-02 2.160233e-02
2.901073e+01 2.788404e+01 3.018293e+01 1.338732e+00 -4.389475e-03 4.389475e-03 -1.699400e-02 1.699400e-02 1.755174e-02 1.755174e-02
3.135950e+01 3.018293e+01 3.258193e+01 1.083348e+00 -3.858631e-03 3.858631e-03 -1.399452e-02 1.399452e-02 1.451674e-02 1.451674e-02
3.385654e+01 3.258193e+01 3.518100e+01 8.769258e-01 -3.329604e-03 3.329604e-03 -1.149448e-02 1.149448e-02 1.196701e-02 1.196701e-02
3.655379e+01 3.518100e+01 3.798014e+01 7.130652e-01 -2.888206e-03 2.888206e-03 -9.295723e-03 9.295723e-03 9.734074e-03 9.734074e-03
3.945125e+01 3.798014e+01 4.097934e+01 5.719013e-01 -2.494533e-03 2.494533e-03 -7.596332e-03 7.596332e-03 7.995433e-03 7.995433e-03
4.254892e+01 4.097934e+01 4.417861e+01 4.703248e-01 -2.186564e-03 2.186564e-03 -6.197074e-03 6.197074e-03 6.571513e-03 6.571513e-03
4.584678e+01 4.417861e+01 4.757793e+01 3.819428e-01 -1.908307e-03 1.908307e-03 -5.097606e-03 5.097606e-03 5.443089e-03 5.443089e-03
4.939300e+01 4.757793e+01 5.127730e+01 3.123641e-01 -1.651426e-03 1.651426e-03 -4.197749e-03 4.197749e-03 4.510909e-03 4.510909e-03
