# H AMS02(2013/04-2013/05)
# <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
4.921364e-01 4.352946e-01 5.564008e-01 7.245204e+02 -4.978963e+00 4.978963e+00 -3.541206e+01 3.541206e+01 3.576037e+01 3.576037e+01
6.207188e-01 5.564008e-01 6.924719e-01 7.513237e+02 -2.849872e+00 2.849872e+00 -2.818831e+01 2.818831e+01 2.833201e+01 2.833201e+01
7.640104e-01 6.924719e-01 8.429394e-01 7.031410e+02 -2.357676e+00 2.357676e+00 -2.115680e+01 2.115680e+01 2.128776e+01 2.128776e+01
9.254392e-01 8.429394e-01 1.016013e+00 6.595415e+02 -1.680695e+00 1.680695e+00 -1.742343e+01 1.742343e+01 1.750430e+01 1.750430e+01
1.105475e+00 1.016013e+00 1.202814e+00 5.912067e+02 -1.397898e+00 1.397898e+00 -1.413744e+01 1.413744e+01 1.420638e+01 1.420638e+01
1.303178e+00 1.202814e+00 1.411917e+00 5.295744e+02 -1.149482e+00 1.149482e+00 -1.141401e+01 1.141401e+01 1.147174e+01 1.147174e+01
1.523198e+00 1.411917e+00 1.643250e+00 4.634163e+02 -9.579401e-01 9.579401e-01 -9.163752e+00 9.163752e+00 9.213685e+00 9.213685e+00
1.765414e+00 1.643250e+00 1.896660e+00 4.023342e+02 -7.871223e-01 7.871223e-01 -7.333803e+00 7.333803e+00 7.375922e+00 7.375922e+00
2.034101e+00 1.896660e+00 2.181501e+00 3.475744e+02 -6.517082e-01 6.517082e-01 -5.884608e+00 5.884608e+00 5.920586e+00 5.920586e+00
2.329804e+00 2.181501e+00 2.488190e+00 2.941792e+02 -5.301956e-01 5.301956e-01 -4.787367e+00 4.787367e+00 4.816637e+00 4.816637e+00
2.651803e+00 2.488190e+00 2.826175e+00 2.493578e+02 -4.425086e-01 4.425086e-01 -3.822318e+00 3.822318e+00 3.847847e+00 3.847847e+00
3.005121e+00 2.826175e+00 3.195398e+00 2.105856e+02 -3.686415e-01 3.686415e-01 -3.081261e+00 3.081261e+00 3.103235e+00 3.103235e+00
3.389679e+00 3.195398e+00 3.595772e+00 1.757021e+02 -2.953506e-01 2.953506e-01 -2.553859e+00 2.553859e+00 2.570881e+00 2.570881e+00
3.810010e+00 3.595772e+00 4.037014e+00 1.458244e+02 -2.374094e-01 2.374094e-01 -2.034913e+00 2.034913e+00 2.048715e+00 2.048715e+00
4.271264e+00 4.037014e+00 4.519107e+00 1.205147e+02 -1.955159e-01 1.955159e-01 -1.622813e+00 1.622813e+00 1.634548e+00 1.634548e+00
4.773400e+00 4.519107e+00 5.042003e+00 9.844292e+01 -1.614222e-01 1.614222e-01 -1.314777e+00 1.314777e+00 1.324649e+00 1.324649e+00
5.316357e+00 5.042003e+00 5.605640e+00 8.016951e+01 -1.321965e-01 1.321965e-01 -1.049508e+00 1.049508e+00 1.057801e+00 1.057801e+00
5.904771e+00 5.605640e+00 6.219864e+00 6.485706e+01 -1.065228e-01 1.065228e-01 -8.361832e-01 8.361832e-01 8.429410e-01 8.429410e-01
6.543820e+00 6.219864e+00 6.884648e+00 5.216665e+01 -8.654101e-02 8.654101e-02 -6.739916e-01 6.739916e-01 6.795249e-01 6.795249e-01
7.233464e+00 6.884648e+00 7.599953e+00 4.245363e+01 -7.186277e-02 7.186277e-02 -5.425176e-01 5.425176e-01 5.472564e-01 5.472564e-01
7.978396e+00 7.599953e+00 8.375684e+00 3.405788e+01 -5.981799e-02 5.981799e-02 -4.315627e-01 4.315627e-01 4.356886e-01 4.356886e-01
8.783808e+00 8.375684e+00 9.211818e+00 2.737797e+01 -5.033421e-02 5.033421e-02 -3.410616e-01 3.410616e-01 3.447558e-01 3.447558e-01
9.649667e+00 9.211818e+00 1.010833e+01 2.192673e+01 -4.248809e-02 4.248809e-02 -2.806086e-01 2.806086e-01 2.838070e-01 2.838070e-01
1.059498e+01 1.010833e+01 1.110506e+01 1.770240e+01 -3.537355e-02 3.537355e-02 -2.204042e-01 2.204042e-01 2.232248e-01 2.232248e-01
1.159296e+01 1.110506e+01 1.210229e+01 1.420089e+01 -3.087493e-02 3.087493e-02 -1.802742e-01 1.802742e-01 1.828990e-01 1.828990e-01
1.263909e+01 1.210229e+01 1.319970e+01 1.148954e+01 -2.574048e-02 2.574048e-02 -1.501234e-01 1.501234e-01 1.523142e-01 1.523142e-01
1.378550e+01 1.319970e+01 1.439730e+01 9.253741e+00 -2.146583e-02 2.146583e-02 -1.180799e-01 1.180799e-01 1.200152e-01 1.200152e-01
1.503219e+01 1.439730e+01 1.569509e+01 7.457945e+00 -1.790387e-02 1.790387e-02 -9.504511e-02 9.504511e-02 9.671671e-02 9.671671e-02
1.637917e+01 1.569509e+01 1.709306e+01 5.973944e+00 -1.479447e-02 1.479447e-02 -7.701747e-02 7.701747e-02 7.842555e-02 7.842555e-02
1.782640e+01 1.709306e+01 1.859121e+01 4.809795e+00 -1.212829e-02 1.212829e-02 -6.200437e-02 6.200437e-02 6.317941e-02 6.317941e-02
