#   ELECTRON  PAMELA(2008/01-2008/06)
#   <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
8.366600e-02 7.000000e-02 1.000000e-01 2.043000e+01 3.030000e+00 3.030000e+00 1.030000e+00 1.030000e+00 3.200281e+00 3.200281e+00
1.224740e-01 1.000000e-01 1.500000e-01 1.752000e+01 1.410000e+00 1.410000e+00 8.100000e-01 8.100000e-01 1.626100e+00 1.626100e+00
1.732050e-01 1.500000e-01 2.000000e-01 2.225000e+01 1.210000e+00 1.210000e+00 1.010000e+00 1.010000e+00 1.576135e+00 1.576135e+00
2.236070e-01 2.000000e-01 2.500000e-01 2.907000e+01 1.650000e+00 1.650000e+00 1.320000e+00 1.320000e+00 2.113031e+00 2.113031e+00
2.738610e-01 2.500000e-01 3.000000e-01 3.503000e+01 1.600000e+00 1.600000e+00 1.620000e+00 1.620000e+00 2.276928e+00 2.276928e+00
3.240370e-01 3.000000e-01 3.500000e-01 3.878000e+01 1.610000e+00 1.610000e+00 1.770000e+00 1.770000e+00 2.392697e+00 2.392697e+00
4.183300e-01 3.500000e-01 5.000000e-01 4.301000e+01 1.010000e+00 1.010000e+00 1.930000e+00 1.930000e+00 2.178302e+00 2.178302e+00
5.916080e-01 5.000000e-01 7.000000e-01 4.644000e+01 7.000000e-01 7.000000e-01 2.200000e+00 2.200000e+00 2.308679e+00 2.308679e+00
7.937250e-01 7.000000e-01 9.000000e-01 4.390000e+01 5.000000e-01 5.000000e-01 2.080000e+00 2.080000e+00 2.139252e+00 2.139252e+00
9.949870e-01 9.000000e-01 1.100000e+00 3.737000e+01 4.500000e-01 4.500000e-01 1.770000e+00 1.770000e+00 1.826308e+00 1.826308e+00
1.195830e+00 1.100000e+00 1.300000e+00 3.252000e+01 4.200000e-01 4.200000e-01 1.540000e+00 1.540000e+00 1.596246e+00 1.596246e+00
1.396420e+00 1.300000e+00 1.500000e+00 2.709000e+01 3.100000e-01 3.100000e-01 1.290000e+00 1.290000e+00 1.326725e+00 1.326725e+00
1.596870e+00 1.500000e+00 1.700000e+00 2.264000e+01 2.800000e-01 2.800000e-01 1.070000e+00 1.070000e+00 1.106029e+00 1.106029e+00
1.843910e+00 1.700000e+00 2.000000e+00 1.815000e+01 2.000000e-01 2.000000e-01 8.600000e-01 8.600000e-01 8.829496e-01 8.829496e-01
2.144760e+00 2.000000e+00 2.300000e+00 1.388000e+01 1.600000e-01 1.600000e-01 6.500000e-01 6.500000e-01 6.694027e-01 6.694027e-01
2.445400e+00 2.300000e+00 2.600000e+00 1.097000e+01 1.300000e-01 1.300000e-01 5.200000e-01 5.200000e-01 5.360037e-01 5.360037e-01
2.792850e+00 2.600000e+00 3.000000e+00 8.190000e+00 1.000000e-01 1.000000e-01 3.900000e-01 3.900000e-01 4.026164e-01 4.026164e-01
3.464100e+00 3.000000e+00 4.000000e+00 4.970000e+00 5.000000e-02 5.000000e-02 2.300000e-01 2.300000e-01 2.353720e-01 2.353720e-01
4.472140e+00 4.000000e+00 5.000000e+00 2.580000e+00 3.000000e-02 3.000000e-02 1.200000e-01 1.200000e-01 1.236932e-01 1.236932e-01
6.123720e+00 5.000000e+00 7.500000e+00 1.050000e+00 1.000000e-02 1.000000e-02 5.000000e-02 5.000000e-02 5.099020e-02 5.099020e-02
8.660250e+00 7.500000e+00 1.000000e+01 3.720000e-01 7.000000e-03 7.000000e-03 1.800000e-02 1.800000e-02 1.931321e-02 1.931321e-02
1.140180e+01 1.000000e+01 1.300000e+01 1.480000e-01 4.000000e-03 4.000000e-03 7.000000e-03 7.000000e-03 8.062258e-03 8.062258e-03
1.486610e+01 1.300000e+01 1.700000e+01 6.240000e-02 1.900000e-03 1.900000e-03 2.900000e-03 2.900000e-03 3.466987e-03 3.466987e-03
1.933910e+01 1.700000e+01 2.200000e+01 2.700000e-02 1.000000e-03 1.000000e-03 1.300000e-03 1.300000e-03 1.640122e-03 1.640122e-03
2.569050e+01 2.200000e+01 3.000000e+01 1.030000e-02 5.000000e-04 5.000000e-04 5.000000e-04 5.000000e-04 7.071068e-04 7.071068e-04
3.872980e+01 3.000000e+01 5.000000e+01 2.510000e-03 1.500000e-04 1.500000e-04 1.200000e-04 1.200000e-04 1.920937e-04 1.920937e-04
