#   ELECTRON  PAMELA(2007/01-2007/06)
#   <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
8.366600e-02 7.000000e-02 1.000000e-01 8.830000e+00 1.270000e+00 1.270000e+00 4.100000e-01 4.100000e-01 1.334541e+00 1.334541e+00
1.224740e-01 1.000000e-01 1.500000e-01 1.164000e+01 7.400000e-01 7.400000e-01 5.200000e-01 5.200000e-01 9.044335e-01 9.044335e-01
1.732050e-01 1.500000e-01 2.000000e-01 1.569000e+01 7.000000e-01 7.000000e-01 7.000000e-01 7.000000e-01 9.899495e-01 9.899495e-01
2.236070e-01 2.000000e-01 2.500000e-01 2.111000e+01 9.500000e-01 9.500000e-01 9.500000e-01 9.500000e-01 1.343503e+00 1.343503e+00
2.738610e-01 2.500000e-01 3.000000e-01 2.599000e+01 9.500000e-01 9.500000e-01 1.170000e+00 1.170000e+00 1.507116e+00 1.507116e+00
3.240370e-01 3.000000e-01 3.500000e-01 3.115000e+01 1.000000e+00 1.000000e+00 1.400000e+00 1.400000e+00 1.720465e+00 1.720465e+00
4.183300e-01 3.500000e-01 5.000000e-01 3.623000e+01 6.500000e-01 6.500000e-01 1.620000e+00 1.620000e+00 1.745537e+00 1.745537e+00
5.916080e-01 5.000000e-01 7.000000e-01 3.985000e+01 5.100000e-01 5.100000e-01 1.880000e+00 1.880000e+00 1.947948e+00 1.947948e+00
7.937250e-01 7.000000e-01 9.000000e-01 3.971000e+01 3.800000e-01 3.800000e-01 1.870000e+00 1.870000e+00 1.908219e+00 1.908219e+00
9.949870e-01 9.000000e-01 1.100000e+00 3.490000e+01 3.500000e-01 3.500000e-01 1.640000e+00 1.640000e+00 1.676932e+00 1.676932e+00
1.195830e+00 1.100000e+00 1.300000e+00 3.003000e+01 3.200000e-01 3.200000e-01 1.420000e+00 1.420000e+00 1.455610e+00 1.455610e+00
1.396420e+00 1.300000e+00 1.500000e+00 2.601000e+01 2.400000e-01 2.400000e-01 1.230000e+00 1.230000e+00 1.253196e+00 1.253196e+00
1.596870e+00 1.500000e+00 1.700000e+00 2.196000e+01 2.200000e-01 2.200000e-01 1.040000e+00 1.040000e+00 1.063015e+00 1.063015e+00
1.843910e+00 1.700000e+00 2.000000e+00 1.768000e+01 1.600000e-01 1.600000e-01 8.300000e-01 8.300000e-01 8.452810e-01 8.452810e-01
2.144760e+00 2.000000e+00 2.300000e+00 1.421000e+01 1.300000e-01 1.300000e-01 6.700000e-01 6.700000e-01 6.824954e-01 6.824954e-01
2.445400e+00 2.300000e+00 2.600000e+00 1.094000e+01 1.000000e-01 1.000000e-01 5.100000e-01 5.100000e-01 5.197115e-01 5.197115e-01
2.792850e+00 2.600000e+00 3.000000e+00 8.010000e+00 8.000000e-02 8.000000e-02 3.800000e-01 3.800000e-01 3.883298e-01 3.883298e-01
3.464100e+00 3.000000e+00 4.000000e+00 4.880000e+00 4.000000e-02 4.000000e-02 2.300000e-01 2.300000e-01 2.334524e-01 2.334524e-01
4.472140e+00 4.000000e+00 5.000000e+00 2.640000e+00 3.000000e-02 3.000000e-02 1.200000e-01 1.200000e-01 1.236932e-01 1.236932e-01
6.123720e+00 5.000000e+00 7.500000e+00 1.070000e+00 1.000000e-02 1.000000e-02 5.000000e-02 5.000000e-02 5.099020e-02 5.099020e-02
8.660250e+00 7.500000e+00 1.000000e+01 3.770000e-01 6.000000e-03 6.000000e-03 1.800000e-02 1.800000e-02 1.897367e-02 1.897367e-02
1.140180e+01 1.000000e+01 1.300000e+01 1.530000e-01 3.000000e-03 3.000000e-03 7.000000e-03 7.000000e-03 7.615773e-03 7.615773e-03
1.486610e+01 1.300000e+01 1.700000e+01 6.370000e-02 1.500000e-03 1.500000e-03 3.000000e-03 3.000000e-03 3.354102e-03 3.354102e-03
1.933910e+01 1.700000e+01 2.200000e+01 2.590000e-02 8.000000e-04 8.000000e-04 1.200000e-03 1.200000e-03 1.442221e-03 1.442221e-03
2.569050e+01 2.200000e+01 3.000000e+01 1.110000e-02 4.000000e-04 4.000000e-04 5.000000e-04 5.000000e-04 6.403124e-04 6.403124e-04
3.872980e+01 3.000000e+01 5.000000e+01 2.600000e-03 1.200000e-04 1.200000e-04 1.200000e-04 1.200000e-04 1.697056e-04 1.697056e-04
