#   ELECTRON  PAMELA(2009/07-2009/12)
#   <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
8.366600e-02 7.000000e-02 1.000000e-01 2.668000e+01 9.650000e+00 9.650000e+00 1.950000e+00 1.950000e+00 9.845050e+00 9.845050e+00
1.224740e-01 1.000000e-01 1.500000e-01 2.752000e+01 4.570000e+00 4.570000e+00 1.570000e+00 1.570000e+00 4.832163e+00 4.832163e+00
1.732050e-01 1.500000e-01 2.000000e-01 3.509000e+01 3.950000e+00 3.950000e+00 1.890000e+00 1.890000e+00 4.378881e+00 4.378881e+00
2.236070e-01 2.000000e-01 2.500000e-01 3.823000e+01 4.370000e+00 4.370000e+00 2.010000e+00 2.010000e+00 4.810094e+00 4.810094e+00
2.738610e-01 2.500000e-01 3.000000e-01 4.279000e+01 4.010000e+00 4.010000e+00 2.290000e+00 2.290000e+00 4.617813e+00 4.617813e+00
3.240370e-01 3.000000e-01 3.500000e-01 4.783000e+01 3.970000e+00 3.970000e+00 2.520000e+00 2.520000e+00 4.702265e+00 4.702265e+00
4.183300e-01 3.500000e-01 5.000000e-01 5.267000e+01 2.520000e+00 2.520000e+00 2.660000e+00 2.660000e+00 3.664151e+00 3.664151e+00
5.916080e-01 5.000000e-01 7.000000e-01 5.679000e+01 1.540000e+00 1.540000e+00 3.030000e+00 3.030000e+00 3.398897e+00 3.398897e+00
7.937250e-01 7.000000e-01 9.000000e-01 5.035000e+01 1.050000e+00 1.050000e+00 2.670000e+00 2.670000e+00 2.869042e+00 2.869042e+00
9.949870e-01 9.000000e-01 1.100000e+00 4.272000e+01 9.500000e-01 9.500000e-01 2.270000e+00 2.270000e+00 2.460772e+00 2.460772e+00
1.195830e+00 1.100000e+00 1.300000e+00 3.585000e+01 8.700000e-01 8.700000e-01 1.910000e+00 1.910000e+00 2.098809e+00 2.098809e+00
1.396420e+00 1.300000e+00 1.500000e+00 2.994000e+01 6.500000e-01 6.500000e-01 1.600000e+00 1.600000e+00 1.726992e+00 1.726992e+00
1.596870e+00 1.500000e+00 1.700000e+00 2.438000e+01 5.700000e-01 5.700000e-01 1.300000e+00 1.300000e+00 1.419472e+00 1.419472e+00
1.843910e+00 1.700000e+00 2.000000e+00 1.971000e+01 4.100000e-01 4.100000e-01 1.050000e+00 1.050000e+00 1.127209e+00 1.127209e+00
2.144760e+00 2.000000e+00 2.300000e+00 1.558000e+01 3.400000e-01 3.400000e-01 8.200000e-01 8.200000e-01 8.876936e-01 8.876936e-01
2.445400e+00 2.300000e+00 2.600000e+00 1.237000e+01 2.800000e-01 2.800000e-01 6.500000e-01 6.500000e-01 7.077429e-01 7.077429e-01
2.792850e+00 2.600000e+00 3.000000e+00 9.230000e+00 2.100000e-01 2.100000e-01 4.900000e-01 4.900000e-01 5.331041e-01 5.331041e-01
3.464100e+00 3.000000e+00 4.000000e+00 5.550000e+00 1.100000e-01 1.100000e-01 2.900000e-01 2.900000e-01 3.101612e-01 3.101612e-01
4.472140e+00 4.000000e+00 5.000000e+00 2.850000e+00 7.000000e-02 7.000000e-02 1.500000e-01 1.500000e-01 1.655295e-01 1.655295e-01
6.123720e+00 5.000000e+00 7.500000e+00 1.090000e+00 3.000000e-02 3.000000e-02 6.000000e-02 6.000000e-02 6.708204e-02 6.708204e-02
8.660250e+00 7.500000e+00 1.000000e+01 3.670000e-01 1.400000e-02 1.400000e-02 1.900000e-02 1.900000e-02 2.360085e-02 2.360085e-02
1.140180e+01 1.000000e+01 1.300000e+01 1.710000e-01 8.000000e-03 8.000000e-03 9.000000e-03 9.000000e-03 1.204159e-02 1.204159e-02
1.486610e+01 1.300000e+01 1.700000e+01 6.870000e-02 4.000000e-03 4.000000e-03 3.600000e-03 3.600000e-03 5.381450e-03 5.381450e-03
1.933910e+01 1.700000e+01 2.200000e+01 2.530000e-02 2.000000e-03 2.000000e-03 1.300000e-03 1.300000e-03 2.385372e-03 2.385372e-03
2.569050e+01 2.200000e+01 3.000000e+01 1.030000e-02 1.000000e-03 1.000000e-03 6.000000e-04 6.000000e-04 1.166190e-03 1.166190e-03
3.872980e+01 3.000000e+01 5.000000e+01 2.840000e-03 3.200000e-04 3.200000e-04 1.600000e-04 1.600000e-04 3.577709e-04 3.577709e-04
