#   ELECTRON  PAMELA(2008/07-2008/12)
#   <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
8.366600e-02 7.000000e-02 1.000000e-01 2.419000e+01 4.820000e+00 4.820000e+00 1.310000e+00 1.310000e+00 4.994847e+00 4.994847e+00
1.224740e-01 1.000000e-01 1.500000e-01 2.179000e+01 2.280000e+00 2.280000e+00 1.040000e+00 1.040000e+00 2.505993e+00 2.505993e+00
1.732050e-01 1.500000e-01 2.000000e-01 2.745000e+01 1.940000e+00 1.940000e+00 1.270000e+00 1.270000e+00 2.318728e+00 2.318728e+00
2.236070e-01 2.000000e-01 2.500000e-01 3.292000e+01 2.450000e+00 2.450000e+00 1.510000e+00 1.510000e+00 2.877951e+00 2.877951e+00
2.738610e-01 2.500000e-01 3.000000e-01 4.345000e+01 2.550000e+00 2.550000e+00 2.020000e+00 2.020000e+00 3.253137e+00 3.253137e+00
3.240370e-01 3.000000e-01 3.500000e-01 4.775000e+01 2.540000e+00 2.540000e+00 2.200000e+00 2.200000e+00 3.360298e+00 3.360298e+00
4.183300e-01 3.500000e-01 5.000000e-01 5.170000e+01 1.550000e+00 1.550000e+00 2.330000e+00 2.330000e+00 2.798464e+00 2.798464e+00
5.916080e-01 5.000000e-01 7.000000e-01 5.087000e+01 9.500000e-01 9.500000e-01 2.420000e+00 2.420000e+00 2.599788e+00 2.599788e+00
7.937250e-01 7.000000e-01 9.000000e-01 4.672000e+01 6.800000e-01 6.800000e-01 2.220000e+00 2.220000e+00 2.321810e+00 2.321810e+00
9.949870e-01 9.000000e-01 1.100000e+00 4.051000e+01 6.200000e-01 6.200000e-01 1.930000e+00 1.930000e+00 2.027141e+00 2.027141e+00
1.195830e+00 1.100000e+00 1.300000e+00 3.441000e+01 5.600000e-01 5.600000e-01 1.640000e+00 1.640000e+00 1.732974e+00 1.732974e+00
1.396420e+00 1.300000e+00 1.500000e+00 2.892000e+01 4.200000e-01 4.200000e-01 1.380000e+00 1.380000e+00 1.442498e+00 1.442498e+00
1.596870e+00 1.500000e+00 1.700000e+00 2.362000e+01 3.700000e-01 3.700000e-01 1.130000e+00 1.130000e+00 1.189033e+00 1.189033e+00
1.843910e+00 1.700000e+00 2.000000e+00 1.892000e+01 2.700000e-01 2.700000e-01 9.000000e-01 9.000000e-01 9.396276e-01 9.396276e-01
2.144760e+00 2.000000e+00 2.300000e+00 1.497000e+01 2.200000e-01 2.200000e-01 7.100000e-01 7.100000e-01 7.433034e-01 7.433034e-01
2.445400e+00 2.300000e+00 2.600000e+00 1.157000e+01 1.700000e-01 1.700000e-01 5.500000e-01 5.500000e-01 5.756735e-01 5.756735e-01
2.792850e+00 2.600000e+00 3.000000e+00 8.360000e+00 1.300000e-01 1.300000e-01 4.000000e-01 4.000000e-01 4.205948e-01 4.205948e-01
3.464100e+00 3.000000e+00 4.000000e+00 5.120000e+00 7.000000e-02 7.000000e-02 2.400000e-01 2.400000e-01 2.500000e-01 2.500000e-01
4.472140e+00 4.000000e+00 5.000000e+00 2.630000e+00 4.000000e-02 4.000000e-02 1.200000e-01 1.200000e-01 1.264911e-01 1.264911e-01
6.123720e+00 5.000000e+00 7.500000e+00 1.080000e+00 2.000000e-02 2.000000e-02 5.000000e-02 5.000000e-02 5.385165e-02 5.385165e-02
8.660250e+00 7.500000e+00 1.000000e+01 3.880000e-01 9.000000e-03 9.000000e-03 1.800000e-02 1.800000e-02 2.012461e-02 2.012461e-02
1.140180e+01 1.000000e+01 1.300000e+01 1.530000e-01 5.000000e-03 5.000000e-03 7.000000e-03 7.000000e-03 8.602325e-03 8.602325e-03
1.486610e+01 1.300000e+01 1.700000e+01 6.080000e-02 2.400000e-03 2.400000e-03 2.900000e-03 2.900000e-03 3.764306e-03 3.764306e-03
1.933910e+01 1.700000e+01 2.200000e+01 2.610000e-02 1.300000e-03 1.300000e-03 1.200000e-03 1.200000e-03 1.769181e-03 1.769181e-03
2.569050e+01 2.200000e+01 3.000000e+01 1.080000e-02 6.000000e-04 6.000000e-04 5.000000e-04 5.000000e-04 7.810250e-04 7.810250e-04
3.872980e+01 3.000000e+01 5.000000e+01 2.570000e-03 2.000000e-04 2.000000e-04 1.000000e-05 1.000000e-05 2.002498e-04 2.002498e-04
