# x median yup ylow

0.01		0.9472549617	1.03159773	0.8210387216	
0.02053525026	0.9525371816    1.028900491     0.836399534
0.04216965034	0.9569353938    1.024760983     0.8506654851
0.08659643234	0.9620049061    1.021540641     0.8674444774
0.177827941	0.9674399337    1.018674586     0.8846692274
0.3651741273	0.9725783472    1.014788798     0.9023039497
0.7498942093	0.9795948176    1.012014542     0.9193232783
1.539926526	0.9855580553    1.008214794     0.9380025763
3.16227766	0.9918176654    1.005057153     0.9557772304
6.493816316	0.9954552523    1.00168536      0.9732586526
13.33521432	0.9972244555    1.000494872     0.9887505427
27.38419634	0.9977484223    1.001059508     0.9920115747
56.23413252	0.9984622737    1.001425939     0.9960707189
115.4781985	0.9999915922    1.004100455     0.9960783725
237.1373706	0.9999577292    1.005962938     0.9945482204
486.9675252	0.9995796993    1.008979063     0.9942939433
1000		1.001935388     1.026421666     0.9914329021
2053.525026	1.004929783     1.050737385     0.9824106121
4216.965034	1.007135802     1.075759702     0.9672608296
8659.643234	1.009323347     1.099759908     0.951319409
17782.7941	1.011658251     1.125554172     0.9344863039
36517.41273	1.01430738      1.152588617     0.9206073803
74989.42093	1.016751546     1.179766348     0.9072187475
153992.6526	1.018822852     1.208024809     0.8944445579
316227.766	1.022886843     1.237716181     0.8823753947
649381.6316	1.026099079     1.267712962     0.8703877876


