 1.960e+01 	  1.830e+04 	  4.482e-03 4.511e-03 4.548e-03 4.592e-03 4.641e-03 4.699e-03 4.764e-03 4.839e-03 4.924e-03 5.265e-03 5.265e-03 
 1.922e+01 	  1.792e+04 	  4.769e-03 4.844e-03 4.931e-03 5.020e-03 5.111e-03 5.203e-03 5.294e-03 5.382e-03 5.464e-03 5.563e-03 5.563e-03 
 1.884e+01 	  1.755e+04 	  5.190e-03 5.252e-03 5.315e-03 5.373e-03 5.425e-03 5.472e-03 5.514e-03 5.553e-03 5.590e-03 5.877e-03 5.877e-03 
 1.846e+01 	  1.718e+04 	  5.466e-03 5.514e-03 5.571e-03 5.632e-03 5.700e-03 5.776e-03 5.859e-03 5.952e-03 6.053e-03 6.209e-03 6.209e-03 
 1.810e+01 	  1.683e+04 	  5.744e-03 5.813e-03 5.891e-03 5.967e-03 6.041e-03 6.111e-03 6.173e-03 6.227e-03 6.270e-03 6.559e-03 6.559e-03 
 1.774e+01 	  1.647e+04 	  6.074e-03 6.139e-03 6.210e-03 6.280e-03 6.353e-03 6.431e-03 6.516e-03 6.613e-03 6.725e-03 6.929e-03 6.929e-03 
 1.739e+01 	  1.613e+04 	  6.391e-03 6.464e-03 6.547e-03 6.632e-03 6.720e-03 6.805e-03 6.886e-03 6.958e-03 7.015e-03 7.320e-03 7.320e-03 
 1.704e+01 	  1.579e+04 	  6.742e-03 6.822e-03 6.908e-03 6.993e-03 7.078e-03 7.165e-03 7.258e-03 7.361e-03 7.483e-03 7.732e-03 7.732e-03 
 1.671e+01 	  1.546e+04 	  7.105e-03 7.187e-03 7.280e-03 7.376e-03 7.475e-03 7.575e-03 7.673e-03 7.764e-03 7.839e-03 8.167e-03 8.167e-03 
 1.637e+01 	  1.514e+04 	  7.486e-03 7.578e-03 7.680e-03 7.780e-03 7.881e-03 7.981e-03 8.086e-03 8.199e-03 8.332e-03 8.626e-03 8.626e-03 
 1.605e+01 	  1.482e+04 	  7.891e-03 7.987e-03 8.094e-03 8.203e-03 8.315e-03 8.431e-03 8.546e-03 8.657e-03 8.751e-03 9.111e-03 9.111e-03 
 1.573e+01 	  1.451e+04 	  8.312e-03 8.418e-03 8.535e-03 8.653e-03 8.770e-03 8.888e-03 9.007e-03 9.135e-03 9.281e-03 9.623e-03 9.623e-03 
 1.542e+01 	  1.421e+04 	  8.760e-03 8.872e-03 8.996e-03 9.121e-03 9.250e-03 9.382e-03 9.516e-03 9.648e-03 9.764e-03 1.016e-02 1.016e-02 
 1.512e+01 	  1.391e+04 	  9.228e-03 9.349e-03 9.483e-03 9.619e-03 9.756e-03 9.893e-03 1.003e-02 1.018e-02 1.034e-02 1.073e-02 1.073e-02 
 1.482e+01 	  1.362e+04 	  9.721e-03 9.852e-03 9.995e-03 1.014e-02 1.029e-02 1.044e-02 1.059e-02 1.075e-02 1.089e-02 1.133e-02 1.133e-02 
 1.452e+01 	  1.333e+04 	  1.024e-02 1.038e-02 1.053e-02 1.069e-02 1.085e-02 1.101e-02 1.117e-02 1.134e-02 1.152e-02 1.197e-02 1.197e-02 
 1.424e+01 	  1.305e+04 	  1.079e-02 1.094e-02 1.110e-02 1.127e-02 1.144e-02 1.161e-02 1.179e-02 1.197e-02 1.214e-02 1.264e-02 1.264e-02 
 1.395e+01 	  1.277e+04 	  1.136e-02 1.152e-02 1.170e-02 1.188e-02 1.206e-02 1.225e-02 1.243e-02 1.262e-02 1.283e-02 1.334e-02 1.334e-02 
 1.368e+01 	  1.250e+04 	  1.196e-02 1.213e-02 1.233e-02 1.252e-02 1.272e-02 1.292e-02 1.312e-02 1.333e-02 1.353e-02 1.409e-02 1.409e-02 
 1.341e+01 	  1.224e+04 	  1.259e-02 1.278e-02 1.299e-02 1.319e-02 1.341e-02 1.362e-02 1.384e-02 1.406e-02 1.429e-02 1.488e-02 1.488e-02 
 1.314e+01 	  1.198e+04 	  1.326e-02 1.346e-02 1.368e-02 1.390e-02 1.413e-02 1.436e-02 1.460e-02 1.484e-02 1.507e-02 1.570e-02 1.570e-02 
 1.288e+01 	  1.172e+04 	  1.396e-02 1.417e-02 1.441e-02 1.465e-02 1.490e-02 1.514e-02 1.539e-02 1.565e-02 1.592e-02 1.658e-02 1.658e-02 
 1.263e+01 	  1.147e+04 	  1.469e-02 1.493e-02 1.518e-02 1.544e-02 1.570e-02 1.597e-02 1.624e-02 1.652e-02 1.679e-02 1.750e-02 1.750e-02 
 1.238e+01 	  1.123e+04 	  1.547e-02 1.571e-02 1.599e-02 1.626e-02 1.655e-02 1.683e-02 1.712e-02 1.742e-02 1.772e-02 1.847e-02 1.847e-02 
 1.213e+01 	  1.099e+04 	  1.628e-02 1.654e-02 1.684e-02 1.713e-02 1.743e-02 1.774e-02 1.806e-02 1.838e-02 1.870e-02 1.950e-02 1.950e-02 
 1.189e+01 	  1.075e+04 	  1.713e-02 1.741e-02 1.773e-02 1.805e-02 1.837e-02 1.870e-02 1.904e-02 1.938e-02 1.973e-02 2.058e-02 2.058e-02 
 1.165e+01 	  1.052e+04 	  1.802e-02 1.833e-02 1.867e-02 1.901e-02 1.936e-02 1.971e-02 2.007e-02 2.044e-02 2.082e-02 2.172e-02 2.172e-02 
 1.142e+01 	  1.030e+04 	  1.896e-02 1.929e-02 1.965e-02 2.002e-02 2.039e-02 2.077e-02 2.116e-02 2.156e-02 2.196e-02 2.292e-02 2.292e-02 
 1.120e+01 	  1.008e+04 	  1.995e-02 2.030e-02 2.069e-02 2.108e-02 2.148e-02 2.189e-02 2.231e-02 2.274e-02 2.317e-02 2.419e-02 2.419e-02 
 1.098e+01 	  9.862e+03 	  2.098e-02 2.136e-02 2.177e-02 2.220e-02 2.263e-02 2.307e-02 2.352e-02 2.397e-02 2.444e-02 2.553e-02 2.553e-02 
 1.076e+01 	  9.649e+03 	  2.207e-02 2.247e-02 2.292e-02 2.337e-02 2.383e-02 2.431e-02 2.479e-02 2.528e-02 2.578e-02 2.694e-02 2.694e-02 
 1.055e+01 	  9.441e+03 	  2.321e-02 2.364e-02 2.412e-02 2.460e-02 2.510e-02 2.561e-02 2.612e-02 2.665e-02 2.719e-02 2.842e-02 2.842e-02 
 1.034e+01 	  9.238e+03 	  2.440e-02 2.487e-02 2.538e-02 2.590e-02 2.643e-02 2.698e-02 2.753e-02 2.810e-02 2.868e-02 2.999e-02 2.999e-02 
 1.013e+01 	  9.038e+03 	  2.565e-02 2.615e-02 2.670e-02 2.726e-02 2.783e-02 2.842e-02 2.901e-02 2.962e-02 3.024e-02 3.164e-02 3.164e-02 
 9.932e+00 	  8.842e+03 	  2.697e-02 2.750e-02 2.809e-02 2.869e-02 2.930e-02 2.993e-02 3.057e-02 3.123e-02 3.189e-02 3.337e-02 3.337e-02 
 9.735e+00 	  8.650e+03 	  2.835e-02 2.892e-02 2.955e-02 3.019e-02 3.085e-02 3.152e-02 3.221e-02 3.291e-02 3.363e-02 3.520e-02 3.520e-02 
 9.542e+00 	  8.462e+03 	  2.979e-02 3.040e-02 3.108e-02 3.177e-02 3.247e-02 3.319e-02 3.393e-02 3.469e-02 3.546e-02 3.713e-02 3.713e-02 
 9.353e+00 	  8.278e+03 	  3.131e-02 3.196e-02 3.268e-02 3.342e-02 3.418e-02 3.495e-02 3.575e-02 3.655e-02 3.738e-02 3.917e-02 3.917e-02 
