 1.830e+04 	 4.689e-03 4.740e-03 4.793e-03 4.846e-03 4.900e-03 4.954e-03 5.010e-03 5.066e-03 5.122e-03
 1.792e+04 	 4.945e-03 5.001e-03 5.057e-03 5.114e-03 5.172e-03 5.231e-03 5.291e-03 5.351e-03 5.412e-03
 1.755e+04 	 5.215e-03 5.275e-03 5.336e-03 5.397e-03 5.460e-03 5.523e-03 5.587e-03 5.652e-03 5.718e-03
 1.718e+04 	 5.500e-03 5.564e-03 5.630e-03 5.696e-03 5.763e-03 5.831e-03 5.900e-03 5.970e-03 6.041e-03
 1.683e+04 	 5.800e-03 5.869e-03 5.939e-03 6.010e-03 6.082e-03 6.156e-03 6.230e-03 6.305e-03 6.382e-03
 1.647e+04 	 6.115e-03 6.190e-03 6.265e-03 6.342e-03 6.419e-03 6.498e-03 6.578e-03 6.659e-03 6.742e-03
 1.613e+04 	 6.448e-03 6.528e-03 6.609e-03 6.691e-03 6.775e-03 6.860e-03 6.946e-03 7.033e-03 7.122e-03
 1.579e+04 	 6.798e-03 6.884e-03 6.971e-03 7.059e-03 7.149e-03 7.241e-03 7.333e-03 7.428e-03 7.523e-03
 1.546e+04 	 7.166e-03 7.258e-03 7.352e-03 7.447e-03 7.544e-03 7.642e-03 7.742e-03 7.844e-03 7.947e-03
 1.514e+04 	 7.554e-03 7.653e-03 7.754e-03 7.856e-03 7.960e-03 8.066e-03 8.174e-03 8.283e-03 8.394e-03
 1.482e+04 	 7.962e-03 8.069e-03 8.177e-03 8.287e-03 8.399e-03 8.513e-03 8.629e-03 8.746e-03 8.866e-03
 1.451e+04 	 8.391e-03 8.506e-03 8.623e-03 8.741e-03 8.861e-03 8.984e-03 9.108e-03 9.235e-03 9.364e-03
 1.421e+04 	 8.843e-03 8.967e-03 9.092e-03 9.219e-03 9.349e-03 9.480e-03 9.614e-03 9.751e-03 9.889e-03
 1.391e+04 	 9.319e-03 9.451e-03 9.586e-03 9.723e-03 9.862e-03 1.000e-02 1.015e-02 1.029e-02 1.044e-02
 1.362e+04 	 9.819e-03 9.962e-03 1.011e-02 1.025e-02 1.040e-02 1.056e-02 1.071e-02 1.087e-02 1.103e-02
 1.333e+04 	 1.035e-02 1.050e-02 1.065e-02 1.081e-02 1.097e-02 1.114e-02 1.130e-02 1.147e-02 1.165e-02
 1.305e+04 	 1.090e-02 1.106e-02 1.123e-02 1.140e-02 1.157e-02 1.175e-02 1.193e-02 1.211e-02 1.230e-02
 1.277e+04 	 1.148e-02 1.166e-02 1.184e-02 1.202e-02 1.221e-02 1.240e-02 1.259e-02 1.279e-02 1.299e-02
 1.250e+04 	 1.209e-02 1.228e-02 1.248e-02 1.267e-02 1.287e-02 1.308e-02 1.328e-02 1.350e-02 1.371e-02
 1.224e+04 	 1.274e-02 1.294e-02 1.315e-02 1.336e-02 1.357e-02 1.379e-02 1.402e-02 1.424e-02 1.448e-02
 1.198e+04 	 1.341e-02 1.363e-02 1.385e-02 1.408e-02 1.431e-02 1.455e-02 1.479e-02 1.503e-02 1.528e-02
 1.172e+04 	 1.413e-02 1.436e-02 1.460e-02 1.484e-02 1.509e-02 1.534e-02 1.560e-02 1.587e-02 1.614e-02
 1.147e+04 	 1.487e-02 1.512e-02 1.538e-02 1.564e-02 1.591e-02 1.618e-02 1.646e-02 1.674e-02 1.703e-02
 1.123e+04 	 1.566e-02 1.593e-02 1.620e-02 1.648e-02 1.677e-02 1.706e-02 1.736e-02 1.767e-02 1.798e-02
 1.099e+04 	 1.648e-02 1.677e-02 1.707e-02 1.737e-02 1.768e-02 1.799e-02 1.832e-02 1.864e-02 1.898e-02
 1.075e+04 	 1.735e-02 1.766e-02 1.798e-02 1.830e-02 1.863e-02 1.897e-02 1.932e-02 1.967e-02 2.003e-02
 1.052e+04 	 1.826e-02 1.860e-02 1.894e-02 1.928e-02 1.964e-02 2.000e-02 2.037e-02 2.076e-02 2.114e-02
 1.030e+04 	 1.922e-02 1.958e-02 1.994e-02 2.032e-02 2.070e-02 2.109e-02 2.149e-02 2.190e-02 2.231e-02
 1.008e+04 	 2.022e-02 2.061e-02 2.100e-02 2.140e-02 2.181e-02 2.223e-02 2.266e-02 2.310e-02 2.355e-02
 9.862e+03 	 2.128e-02 2.169e-02 2.211e-02 2.254e-02 2.298e-02 2.343e-02 2.389e-02 2.437e-02 2.485e-02
 9.649e+03 	 2.239e-02 2.283e-02 2.328e-02 2.374e-02 2.421e-02 2.470e-02 2.519e-02 2.570e-02 2.622e-02
 9.441e+03 	 2.355e-02 2.402e-02 2.450e-02 2.500e-02 2.551e-02 2.603e-02 2.656e-02 2.711e-02 2.767e-02
 9.238e+03 	 2.477e-02 2.527e-02 2.579e-02 2.633e-02 2.687e-02 2.743e-02 2.800e-02 2.859e-02 2.919e-02
 9.038e+03 	 2.605e-02 2.659e-02 2.715e-02 2.772e-02 2.830e-02 2.890e-02 2.952e-02 3.015e-02 3.080e-02
 8.842e+03 	 2.739e-02 2.797e-02 2.857e-02 2.918e-02 2.981e-02 3.045e-02 3.112e-02 3.180e-02 3.249e-02
